icd_code	icd_version	long_title
17380	9	Unspecified malignant neoplasm of other specified sites of skin
17381	9	Basal cell carcinoma of other specified sites of skin
17382	9	Squamous cell carcinoma of other specified sites of skin
17391	9	Basal cell carcinoma of skin, site unspecified
17392	9	Squamous cell carcinoma of skin, site unspecified
17399	9	Other specified malignant neoplasm of skin, site unspecified
1740	9	Malignant neoplasm of nipple and areola of female breast
1741	9	Malignant neoplasm of central portion of female breast
1742	9	Malignant neoplasm of upper-inner quadrant of female breast
1743	9	Malignant neoplasm of lower-inner quadrant of female breast
1744	9	Malignant neoplasm of upper-outer quadrant of female breast
1745	9	Malignant neoplasm of lower-outer quadrant of female breast
1746	9	Malignant neoplasm of axillary tail of female breast
1748	9	Malignant neoplasm of other specified sites of female breast
1749	9	Malignant neoplasm of breast (female), unspecified
1750	9	Malignant neoplasm of nipple and areola of male breast
1759	9	Malignant neoplasm of other and unspecified sites of male breast
1760	9	Kaposi's sarcoma, skin
1761	9	Kaposi's sarcoma, soft tissue
1762	9	Kaposi's sarcoma, palate
1763	9	Kaposi's sarcoma, gastrointestinal sites
1764	9	Kaposi's sarcoma, lung
1765	9	Kaposi's sarcoma, lymph nodes
1768	9	Kaposi's sarcoma, other specified sites
1769	9	Kaposi's sarcoma, unspecified site
179	9	Malignant neoplasm of uterus, part unspecified
1800	9	Malignant neoplasm of endocervix
1801	9	Malignant neoplasm of exocervix
1808	9	Malignant neoplasm of other specified sites of cervix
1809	9	Malignant neoplasm of cervix uteri, unspecified site
181	9	Malignant neoplasm of placenta
1820	9	Malignant neoplasm of corpus uteri, except isthmus
1821	9	Malignant neoplasm of isthmus
1828	9	Malignant neoplasm of other specified sites of body of uterus
1830	9	Malignant neoplasm of ovary
1832	9	Malignant neoplasm of fallopian tube
1834	9	Malignant neoplasm of parametrium
1838	9	Malignant neoplasm of other specified sites of uterine adnexa
1839	9	Malignant neoplasm of uterine adnexa, unspecified site
1840	9	Malignant neoplasm of vagina
1841	9	Malignant neoplasm of labia majora
1844	9	Malignant neoplasm of vulva, unspecified site
1848	9	Malignant neoplasm of other specified sites of female genital organs
1849	9	Malignant neoplasm of female genital organ, site unspecified
185	9	Malignant neoplasm of prostate
1869	9	Malignant neoplasm of other and unspecified testis
1872	9	Malignant neoplasm of glans penis
1874	9	Malignant neoplasm of penis, part unspecified
1877	9	Malignant neoplasm of scrotum
1879	9	Malignant neoplasm of male genital organ, site unspecified
1880	9	Malignant neoplasm of trigone of urinary bladder
1881	9	Malignant neoplasm of dome of urinary bladder
1882	9	Malignant neoplasm of lateral wall of urinary bladder
1883	9	Malignant neoplasm of anterior wall of urinary bladder
1884	9	Malignant neoplasm of posterior wall of urinary bladder
1885	9	Malignant neoplasm of bladder neck
1886	9	Malignant neoplasm of ureteric orifice
1887	9	Malignant neoplasm of urachus
1888	9	Malignant neoplasm of other specified sites of bladder
1889	9	Malignant neoplasm of bladder, part unspecified
1890	9	Malignant neoplasm of kidney, except pelvis
1891	9	Malignant neoplasm of renal pelvis
1892	9	Malignant neoplasm of ureter
1893	9	Malignant neoplasm of urethra
1898	9	Malignant neoplasm of other specified sites of urinary organs
1899	9	Malignant neoplasm of urinary organ, site unspecified
1900	9	Malignant neoplasm of eyeball, except conjunctiva, cornea, retina, and choroid
1906	9	Malignant neoplasm of choroid
1909	9	Malignant neoplasm of eye, part unspecified
1910	9	Malignant neoplasm of cerebrum, except lobes and ventricles
1911	9	Malignant neoplasm of frontal lobe
1912	9	Malignant neoplasm of temporal lobe
1913	9	Malignant neoplasm of parietal lobe
1914	9	Malignant neoplasm of occipital lobe
1915	9	Malignant neoplasm of ventricles
1916	9	Malignant neoplasm of cerebellum nos
1917	9	Malignant neoplasm of brain stem
1918	9	Malignant neoplasm of other parts of brain
1919	9	Malignant neoplasm of brain, unspecified
1920	9	Malignant neoplasm of cranial nerves
1921	9	Malignant neoplasm of cerebral meninges
1922	9	Malignant neoplasm of spinal cord
1923	9	Malignant neoplasm of spinal meninges
1929	9	Malignant neoplasm of nervous system, part unspecified
193	9	Malignant neoplasm of thyroid gland
1940	9	Malignant neoplasm of adrenal gland
1941	9	Malignant neoplasm of parathyroid gland
1943	9	Malignant neoplasm of pituitary gland and craniopharyngeal duct
1944	9	Malignant neoplasm of pineal gland
1945	9	Malignant neoplasm of carotid body
1950	9	Malignant neoplasm of head, face, and neck
1951	9	Malignant neoplasm of thorax
1952	9	Malignant neoplasm of abdomen
1953	9	Malignant neoplasm of pelvis
1958	9	Malignant neoplasm of other specified sites
1960	9	Secondary and unspecified malignant neoplasm of lymph nodes of head, face, and neck
1961	9	Secondary and unspecified malignant neoplasm of intrathoracic lymph nodes
1962	9	Secondary and unspecified malignant neoplasm of intra-abdominal lymph nodes
1963	9	Secondary and unspecified malignant neoplasm of lymph nodes of axilla and upper limb
1965	9	Secondary and unspecified malignant neoplasm of lymph nodes of inguinal region and lower limb
1966	9	Secondary and unspecified malignant neoplasm of intrapelvic lymph nodes
1968	9	Secondary and unspecified malignant neoplasm of lymph nodes of multiple sites
1969	9	Secondary and unspecified malignant neoplasm of lymph nodes, site unspecified
1970	9	Secondary malignant neoplasm of lung
1971	9	Secondary malignant neoplasm of mediastinum
1972	9	Secondary malignant neoplasm of pleura
1973	9	Secondary malignant neoplasm of other respiratory organs
1974	9	Secondary malignant neoplasm of small intestine including duodenum
1975	9	Secondary malignant neoplasm of large intestine and rectum
1976	9	Secondary malignant neoplasm of retroperitoneum and peritoneum
1977	9	Malignant neoplasm of liver, secondary
1978	9	Secondary malignant neoplasm of other digestive organs and spleen
1980	9	Secondary malignant neoplasm of kidney
1981	9	Secondary malignant neoplasm of other urinary organs
1982	9	Secondary malignant neoplasm of skin
1983	9	Secondary malignant neoplasm of brain and spinal cord
1984	9	Secondary malignant neoplasm of other parts of nervous system
1985	9	Secondary malignant neoplasm of bone and bone marrow
1986	9	Secondary malignant neoplasm of ovary
1987	9	Secondary malignant neoplasm of adrenal gland
19881	9	Secondary malignant neoplasm of breast
19882	9	Secondary malignant neoplasm of genital organs
19889	9	Secondary malignant neoplasm of other specified sites
1990	9	Disseminated malignant neoplasm without specification of site
1991	9	Other malignant neoplasm without specification of site
1992	9	Malignant neoplasm associated with transplant organ
20000	9	Reticulosarcoma, unspecified site, extranodal and solid organ sites
20005	9	Reticulosarcoma, lymph nodes of inguinal region and lower limb
20008	9	Reticulosarcoma, lymph nodes of multiple sites
20010	9	Lymphosarcoma, unspecified site, extranodal and solid organ sites
20011	9	Lymphosarcoma, lymph nodes of head, face, and neck
20012	9	Lymphosarcoma, intrathoracic lymph nodes
20013	9	Lymphosarcoma, intra-abdominal lymph nodes
20014	9	Lymphosarcoma, lymph nodes of axilla and upper limb
20018	9	Lymphosarcoma, lymph nodes of multiple sites
20020	9	Burkitt's tumor or lymphoma, unspecified site, extranodal and solid organ sites
20021	9	Burkitt's tumor or lymphoma, lymph nodes of head, face, and neck
20022	9	Burkitt's tumor or lymphoma, intrathoracic lymph nodes
20023	9	Burkitt's tumor or lymphoma, intra-abdominal lymph nodes
20025	9	Burkitt's tumor or lymphoma, lymph nodes of inguinal region and lower limb
20027	9	Burkitt's tumor or lymphoma, spleen
20028	9	Burkitt's tumor or lymphoma, lymph nodes of multiple sites
20030	9	Marginal zone lymphoma, unspecified site, extranodal and solid organ sites
20031	9	Marginal zone lymphoma, lymph nodes of head, face, and neck
20032	9	Marginal zone lymphoma, intrathoracic lymph nodes
20033	9	Marginal zone lymphoma, intraabdominal lymph nodes
20034	9	Marginal zone lymphoma, lymph nodes of axilla and upper limb
20035	9	Marginal zone lymphoma, lymph nodes of inguinal region and lower limb
20036	9	Marginal zone lymphoma, intrapelvic lymph nodes
20037	9	Marginal zone lymphoma, spleen
20038	9	Marginal zone lymphoma, lymph nodes of multiple sites
20040	9	Mantle cell lymphoma, unspecified site, extranodal and solid organ sites
20041	9	Mantle cell lymphoma, lymph nodes of head, face, and neck
20042	9	Mantle cell lymphoma, intrathoracic lymph nodes
20043	9	Mantle cell lymphoma, intra-abdominal lymph nodes
20044	9	Mantle cell lymphoma, lymph nodes of axilla and upper limb
20045	9	Mantle cell lymphoma, lymph nodes of inguinal region and lower limb
20047	9	Mantle cell lymphoma, spleen
20048	9	Mantle cell lymphoma, lymph nodes of multiple sites
20050	9	Primary central nervous system lymphoma, unspecified site, extranodal and solid organ sites
20051	9	Primary central nervous system lymphoma, lymph nodes of head, face, and neck
20052	9	Primary central nervous system lymphoma, intrathoracic lymph nodes
20054	9	Primary central nervous system lymphoma, lymph nodes of axilla and upper limb
20058	9	Primary central nervous system lymphoma, lymph nodes of multiple sites
20060	9	Anaplastic large cell lymphoma, unspecified site, extranodal and solid organ sites
20061	9	Anaplastic large cell lymphoma, lymph nodes of head, face, and neck
20064	9	Anaplastic large cell lymphoma, lymph nodes of axilla and upper limb
20070	9	Large cell lymphoma, unspecified site, extranodal and solid organ sites
20071	9	Large cell lymphoma, lymph nodes of head, face, and neck
20072	9	Large cell lymphoma, intrathoracic lymph nodes
20073	9	Large cell lymphoma, intra-abdominal lymph nodes
20075	9	Large cell lymphoma, lymph nodes of inguinal region and lower limb
20076	9	Large cell lymphoma, intrapelvic lymph nodes
20077	9	Large cell lymphoma, spleen
20078	9	Large cell lymphoma, lymph nodes of multiple sites
20080	9	Other named variants of lymphosarcoma and reticulosarcoma, unspecified site, extranodal and solid organ sites
20082	9	Other named variants of lymphosarcoma and reticulosarcoma,intrathoracic lymph nodes
20085	9	Other named variants of lymphosarcoma and reticulosarcoma, lymph nodes of inguinal region and lower limb
20088	9	Other named variants of lymphosarcoma and reticulosarcoma, lymph nodes of multiple sites
20108	9	Hodgkin's paragranuloma, lymph nodes of multiple sites
20120	9	Hodgkin's sarcoma, unspecified site, extranodal and solid organ sites
20140	9	Hodgkin's disease, lymphocytic-histiocytic predominance, unspecified site, extranodal and solid organ sites
20141	9	Hodgkin's disease, lymphocytic-histiocytic predominance, lymph nodes of head, face, and neck
20143	9	Hodgkin's disease, lymphocytic-histiocytic predominance, intra-abdominal lymph nodes
20150	9	Hodgkin's disease, nodular sclerosis, unspecified site, extranodal and solid organ sites
20151	9	Hodgkin's disease, nodular sclerosis, lymph nodes of head, face, and neck
20152	9	Hodgkin's disease, nodular sclerosis, intrathoracic lymph nodes
20154	9	Hodgkin's disease, nodular sclerosis, lymph nodes of axilla and upper limb
20158	9	Hodgkin's disease, nodular sclerosis, lymph nodes of multiple sites
20160	9	Hodgkin's disease, mixed cellularity, unspecified site, extranodal and solid organ sites
20161	9	Hodgkin's disease, mixed cellularity, lymph nodes of head, face, and neck
20168	9	Hodgkin's disease, mixed cellularity, lymph nodes of multiple sites
20170	9	Hodgkin's disease, lymphocytic depletion, unspecified site, extranodal and solid organ sites
20174	9	Hodgkin's disease, lymphocytic depletion, lymph nodes of axilla and upper limb
20190	9	Hodgkin's disease, unspecified type, unspecified site, extranodal and solid organ sites
20191	9	Hodgkin's disease, unspecified type, lymph nodes of head, face, and neck
20192	9	Hodgkin's disease, unspecified type, intrathoracic lymph nodes
20193	9	Hodgkin's disease, unspecified type, intra-abdominal lymph nodes
20194	9	Hodgkin's disease, unspecified type, lymph nodes of axilla and upper limb
20195	9	Hodgkin's disease, unspecified type, lymph nodes of inguinal region and lower limb
20196	9	Hodgkin's disease, unspecified type, intrapelvic lymph nodes
20197	9	Hodgkin's disease, unspecified type, spleen
20198	9	Hodgkin's disease, unspecified type, lymph nodes of multiple sites
20200	9	Nodular lymphoma, unspecified site, extranodal and solid organ sites
20201	9	Nodular lymphoma, lymph nodes of head, face, and neck
20202	9	Nodular lymphoma, intrathoracic lymph nodes
20203	9	Nodular lymphoma, intra-abdominal lymph nodes
20204	9	Nodular lymphoma, lymph nodes of axilla and upper limb
20205	9	Nodular lymphoma, lymph nodes of inguinal region and lower limb
20206	9	Nodular lymphoma, intrapelvic lymph nodes
20208	9	Nodular lymphoma, lymph nodes of multiple sites
20210	9	Mycosis fungoides, unspecified site, extranodal and solid organ sites
20211	9	Mycosis fungoides, lymph nodes of head, face, and neck
20212	9	Mycosis fungoides, intrathoracic lymph nodes
20213	9	Mycosis fungoides, intra-abdominal lymph nodes
20214	9	Mycosis fungoides, lymph nodes of axilla and upper limb
20215	9	Mycosis fungoides, lymph nodes of inguinal region and lower limb
20217	9	Mycosis fungoides, spleen
20218	9	Mycosis fungoides, lymph nodes of multiple sites
20220	9	Sezary's disease, unspecified site, extranodal and solid organ sites
